All genes,MGI essential,Autosomal dominant,Haploinsufficient,High pLI,High Shet,High Phi,High missense z,ClinVar,OMIM,GWAS nearest,TF,DrugBank,High EDS,Olfactory,eQTL0-deficient
472,1861,5378,,2130,2495,23037,4000,999,1718,1013,5325,8001,2191,391211,129868
473,1871,5395,,2131,2516,23039,4038,1000,1719,1015,5326,8399,2192,392138,27302
474,1874,5444,,2138,2521,23040,4041,1001,1723,1016,5359,8566,2195,392309,200504
475,1877,5459,,2140,2529,23043,4067,1002,1727,1017,5396,8639,2196,392376,344191
476,1889,5468,,2146,2530,23049,4087,1004,1729,1021,5449,8654,2200,392390,3238
477,1894,5498,,2147,2539,23054,4088,1005,1730,1024,5450,8843,2202,392391,3233
478,1896,5521,,2157,2547,23060,4089,1007,1736,1026,5451,8911,2242,393046,92935
479,1901,5582,,2158,2550,23082,4092,1008,1737,1027,5452,8913,2243,401427,66037
480,1902,5589,,2182,2554,23091,4135,1009,1738,1031,5453,8972,2244,401663,4760
481,1906,5604,,2185,2555,23095,4144,1012,1741,1036,5454,9340,2246,401665,6637
482,1908,5605,,2186,2557,23112,4150,1013,1747,1043,5455,9356,2247,401666,150921
483,1909,5621,,2187,2558,23114,4154,1019,1749,1045,5456,9817,2250,401667,250
486,1910,5624,,2194,2562,23126,4185,1020,1756,1047,5457,9971,2253,401992,248
487,1911,5627,,2200,2563,23129,4208,1021,1758,1050,5458,10060,2254,401993,388960
488,1946,5644,,2201,2567,23131,4211,1027,1760,1052,5459,10280,2255,401994,1412
489,1947,5663,,2202,2623,23132,4212,1028,1767,1053,5460,10381,2256,402135,10716
490,1948,5664,,2209,2624,23136,4217,1029,1776,1062,5462,10544,2257,402317,51263
491,1951,5726,,2239,2625,23139,4236,1030,1778,1071,5463,10673,2260,403244,6694
492,1956,5727,,2241,2626,23140,4245,1033,1785,1073,5465,10800,2261,403253,2641
493,1959,5728,,2245,2643,23158,4248,1039,1786,1080,5467,10846,2263,403257,129521
495,1960,5740,,2253,2664,23195,4294,1040,1789,1081,5468,10988,2264,403273,344387
496,1965,5741,,2254,2665,23198,4297,1041,1798,1105,5612,11255,2266,403277,653275
498,1982,5744,,2258,2705,23211,4325,1050,1806,1107,5626,25824,2268,403278,344561
501,1994,5781,,2260,2717,23213,4613,1053,1807,1109,5629,27010,2290,403282,343930
506,1999,5817,,2263,2719,23214,4620,1056,1811,1112,5813,29126,2295,403284,3938
509,2001,5827,,2273,2737,23215,4625,1062,1813,1116,5814,51185,2296,440153,11249
513,2004,5871,,2288,2742,23244,4627,1063,1822,1118,5896,51284,2300,441308,90199
514,2006,5880,,2294,2744,23245,4628,1066,1824,1129,5914,51561,2302,441608,140832
515,2011,5889,,2308,2752,23248,4629,1068,1825,1130,5915,54498,2303,441639,100288797
516,2017,5894,,2318,2762,23253,4644,1070,1826,1131,5916,55312,2308,441669,23626
517,2018,5921,,2321,2767,23261,4650,1071,1828,1135,5966,56117,2313,441670,140873
518,2019,5925,,2323,2768,23263,4665,1073,1829,1136,5970,57053,2317,441911,140690
521,2021,5950,,2324,2770,23264,4670,1075,1832,1137,5971,57823,2318,441932,551
522,2022,5979,,2334,2774,23269,4686,1080,1834,1138,5978,79001,2323,441933,128602
523,2023,5993,,2339,2775,23271,4763,1103,1836,1143,5989,79054,2328,442184,128506
525,2033,5994,,2355,2776,23287,4782,1105,1837,1145,5990,81027,2331,442185,2832
526,2034,5995,,2475,2781,23294,4784,1106,1859,1146,5991,84649,2335,442186,245938
527,2042,5997,,2491,2782,23304,4790,1107,1861,1152,5992,85302,2494,442191,81623
528,2050,6010,,2494,2783,23312,4791,1108,1889,1158,5993,89874,2516,442194,343641
529,2057,6041,,2495,2785,23316,4836,1120,1893,1182,6018,90338,2534,442361,4159
533,2064,6092,,2516,2787,23317,4841,1121,1896,1183,6095,116085,2535,653166,140856
534,2065,6100,,2521,2788,23327,4842,1123,1908,1185,6096,116443,2538,,644524
535,2066,6125,,2529,2794,23334,4848,1130,1910,1188,6239,121278,2549,,140880
537,2067,6135,,2530,2823,23335,4849,1131,1947,1191,6256,203068,2560,,245932
538,2068,6165,,2534,2830,23345,4850,1132,1950,1192,6257,255738,2571,,3397
539,2070,6201,,2539,2852,23347,4851,1134,1956,1198,6258,,2583,,140732
540,2071,6204,,2547,2857,23350,4853,1135,1959,1201,6294,,2592,,128859
545,2072,6218,,2550,2873,23352,4854,1137,1967,1208,6297,,2596,,359710
546,2073,6223,,2551,2889,23358,4881,1139,1969,1209,6299,,2615,,128861
547,2078,6229,,2553,2890,23362,4882,1140,1981,1230,6304,,2619,,140679
549,2081,6231,,2554,2892,23365,4899,1141,1991,1232,6473,,2624,,140902
550,2091,6262,,2555,2895,23369,4904,1142,2006,1235,6474,,2625,,6407
551,2103,6299,,2557,2899,23384,4915,1144,2010,1236,6492,,2626,,26285
552,2104,6310,,2558,2904,23389,4967,1145,2018,1238,6493,,2627,,643803
553,2107,6311,,2560,2906,23405,5007,1146,2022,1240,6495,,2628,,388818
554,2113,6314,,2562,2909,23451,5036,1147,2027,1244,6496,,2637,,140258
558,2114,6323,,2563,2912,23469,5048,1159,2033,1265,6497,,2641,,337882
563,2116,6324,,2567,2913,23499,5058,1161,2034,1266,6498,,2644,,337970
566,2119,6326,,2580,2914,23505,5062,1174,2035,1269,6591,,2646,,337972
567,2120,6329,,2624,2917,23518,5063,1175,2036,1271,6615,,2649,,337978
570,2121,6330,,2643,2931,23522,5077,1180,2038,1272,6618,,2651,,728299
571,2122,6331,,2649,2932,23654,5079,1181,2055,1278,6621,,2670,,29947
572,2128,6334,,2664,2965,24148,5080,1183,2057,1282,6651,,2672,,386677
573,2130,6335,,2665,2981,24149,5087,1184,2064,1284,6656,,2690,,386682
574,2131,6340,,2673,3009,25782,5091,1186,2065,1286,6657,,2729,,386672
575,2132,6390,,2686,3012,25831,5093,1187,2067,1289,6658,,2731,,386680
576,2137,6391,,2710,3014,25836,5094,1188,2068,1291,6659,,2735,,386681
577,2138,6392,,2717,3015,25909,5126,1193,2070,1292,6660,,2736,,386676
578,2146,6403,,2719,3020,25925,5127,1200,2071,1293,6662,,2737,,353333
579,2147,6430,,2734,3028,25942,5138,1201,2072,1294,6663,,2741,,386678
580,2149,6440,,2736,3037,26009,5141,1203,2073,1295,6664,,2744,,386683
581,2150,6452,,2737,3052,26019,5144,1213,2074,1296,6665,,2775,,353323
582,2152,6469,,2742,3054,26037,5170,1234,2103,1301,6666,,2776,,353332
583,2153,6473,,2744,3060,26046,5223,1244,2108,1302,6667,,2781,,386685
585,2155,6495,,2752,3065,26054,5253,1258,2109,1303,6668,,2793,,386675
586,2158,6496,,2762,3066,26057,5290,1259,2110,1306,6670,,2810,,23784
587,2159,6507,,2767,3069,26058,5293,1261,2120,1307,6671,,2811,,2928
590,2175,6513,,2768,3092,26091,5297,1272,2121,1308,6672,,2819,,7290
593,2177,6521,,2770,3093,26115,5298,1277,2131,1310,6688,,2823,,150280
594,2186,6530,,2774,3096,26130,5307,1278,2132,1315,6689,,2838,,10738
595,2192,6531,,2775,3097,26524,5331,1280,2138,1326,6720,,2841,,7441
596,2194,6566,,2776,3131,26960,5335,1281,2146,1337,6721,,2842,,150350
597,2195,6569,,2778,3146,27107,5347,1282,2147,1356,6722,,2844,,267020
598,2200,6597,,2782,3148,27125,5361,1284,2153,1357,6736,,2850,,23774
599,2218,6598,,2783,3149,27245,5362,1285,2155,1358,6772,,2861,,6476
602,2222,6620,,2794,3151,27327,5430,1286,2157,1360,6773,,2870,,2693
604,2235,6622,,2801,3156,27332,5431,1287,2158,1361,6774,,2875,,6010
605,2237,6640,,2802,3157,27340,5471,1288,2159,1364,6775,,2886,,8403
607,2242,6647,,2823,3159,27445,5496,1289,2160,1365,6776,,2888,,375323
608,2248,6654,,2869,3164,29028,5499,1290,2161,1366,6777,,2890,,375337
610,2249,6657,,2873,3178,29066,5500,1291,2162,1374,6778,,2894,,344658
611,2253,6662,,2889,3181,29123,5501,1292,2165,1378,6886,,2895,,7584
613,2254,6663,,2890,3182,29855,5509,1293,2175,1379,6887,,2898,,200909
617,2255,6683,,2891,3183,29953,5514,1294,2176,1382,6899,,2899,,9730
622,2260,6709,,2892,3184,29994,5515,1296,2177,1384,6908,,2900,,285242
623,2261,6710,,2893,3185,30849,5516,1297,2178,1385,6909,,2901,,389124
624,2263,6712,,2894,3187,50944,5518,1298,2182,1387,6910,,2906,,132141
627,2266,6774,,2895,3188,51059,5520,1299,2184,1388,6911,,2908,,10721
629,2271,6785,,2898,3189,51105,5522,1300,2187,1389,6913,,2912,,389158
631,2280,6794,,2899,3190,51194,5528,1301,2188,1390,6925,,2913,,100288801
632,2288,6812,,2901,3191,51366,5529,1302,2189,1398,6926,,2914,,846
633,2290,6866,,2902,3192,51455,5530,1303,2200,1399,6927,,3026,,84100
634,2294,6870,,2904,3200,51585,5531,1305,2201,1401,6928,,3034,,200959
635,2295,6899,,2906,3202,51592,5532,1308,2202,1408,6929,,3037,,81050
636,2296,6908,,2909,3207,51663,5566,1310,2203,1409,6932,,3038,,403273
637,2297,6910,,2911,3223,51742,5573,1311,2214,1411,6934,,3046,,79295
638,2299,6915,,2912,3249,51755,5578,1314,2215,1431,6935,,3081,,79310
639,2300,6925,,2913,3251,51773,5579,1315,2218,1432,6938,,3087,,403278
640,2302,6926,,2914,3266,51780,5580,1316,2235,1434,6939,,3090,,131920
641,2303,6927,,2915,3276,53353,5581,1325,2244,1435,6940,,3097,,29909
642,2304,6928,,2917,3308,54014,5582,1337,2245,1436,6942,,3108,,285311
643,2305,6935,,2923,3312,54454,5594,1340,2253,1437,6943,,3109,,8820
644,2308,6949,,2931,3326,54464,5604,1349,2254,1439,6945,,3111,,151871
645,2312,6997,,2932,3329,54477,5609,1351,2255,1440,7003,,3131,,132612
646,2313,6999,,2935,3336,54617,5629,1352,2259,1441,7004,,3145,,5458
648,2314,7006,,2957,3340,54625,5631,1355,2260,1442,7005,,3169,,59067
649,2317,7010,,2960,3350,54726,5634,1356,2261,1443,7008,,3170,,2993
650,2318,7020,,2965,3351,54778,5700,1364,2263,1444,7013,,3171,,645104
651,2321,7021,,2969,3352,54816,5701,1365,2266,1445,7014,,3172,,644145
652,2324,7040,,2975,3398,54828,5702,1369,2271,1452,7020,,3174,,83447
653,2335,7043,,2976,3399,54882,5704,1371,2273,1453,7021,,3176,,646603
654,2342,7044,,3037,3421,55023,5705,1373,2290,1456,7022,,3178,,166655
655,2348,7045,,3052,3423,55031,5706,1374,2299,1460,7023,,3198,,51802
656,2353,7046,,3054,3439,55083,5707,1375,2305,1462,7024,,3199,,173
657,2355,7048,,3064,3447,55102,5708,1376,2312,1463,7025,,3200,,255324
658,2395,7050,,3065,3460,55127,5728,1380,2317,1464,7026,,3201,,100132463
659,2475,7066,,3066,3476,55187,5734,1384,2318,1469,7027,,3202,,339976
660,2492,7078,,3069,3485,55193,5777,1386,2322,1470,7029,,3203,,401115
661,2494,7080,,3070,3486,55205,5781,1387,2324,1471,7030,,3204,,100129216
662,2495,7084,,3071,3488,55206,5792,1392,2328,1472,7050,,3205,,644414
663,2516,7101,,3075,3516,55209,5802,1394,2332,1473,7067,,3205,,84103
664,2521,7112,,3082,3547,55291,5813,1398,2334,1475,7068,,3206,,91746
665,2530,7132,,3084,3553,55339,5814,1399,2335,1476,7071,,3207,,7365
666,2535,7136,,3091,3558,55607,5862,1406,2348,1477,7080,,3208,,10941
667,2539,7137,,3092,3559,55619,5879,1408,2395,1487,7101,,3209,,1447
668,2550,7139,,3093,3561,55628,5880,1409,2475,1488,7110,,3211,,6779
669,2551,7140,,3096,3574,55636,5901,1410,2488,1489,7157,,3212,,3347
670,2553,7157,,3097,3579,55704,5903,1411,2492,1493,7161,,3213,,3346
671,2554,7167,,3145,3587,55705,5908,1413,2512,1496,7181,,3214,,1448
672,2555,7168,,3148,3597,55729,5911,1414,2517,1501,7182,,3215,,10117
673,2562,7169,,3156,3600,55799,5912,1415,2521,1504,7227,,3216,,1105
675,2563,7225,,3157,3608,55809,5914,1417,2528,1508,7270,,3218,,3567
676,2571,7227,,3164,3609,55814,5916,1418,2538,1512,7291,,3219,,56979
677,2581,7249,,3172,3625,55832,5923,1419,2548,1520,7342,,3221,,64396
678,2589,7253,,3178,3627,55870,5924,1420,2550,1522,7376,,3222,,1007
680,2593,7263,,3181,3630,56163,5928,1421,2554,1523,7391,,3223,,133688
682,2596,7273,,3182,3654,56165,5929,1427,2562,1524,7392,,3224,,4762
683,2597,7276,,3183,3658,56252,5931,1428,2571,1525,7421,,3225,,83942
684,2617,7291,,3184,3696,56479,5936,1436,2572,1534,7490,,3226,,64902
685,2619,7298,,3187,3705,56886,5970,1438,2581,1537,7494,,3227,,57824
686,2623,7337,,3189,3706,56916,5976,1439,2582,1539,7507,,3228,,57113
687,2624,7369,,3190,3707,57282,5977,1441,2584,1543,7528,,3229,,643226
688,2625,7380,,3191,3708,57448,5987,1453,2588,1544,7539,,3232,,3562
689,2626,7389,,3192,3720,57453,5991,1454,2591,1545,7541,,3232,,94033
694,2627,7414,,3200,3737,57455,6015,1457,2592,1548,7543,,3232,,134288
695,2629,7415,,3223,3739,57466,6059,1460,2593,1549,7544,,3233,,2297
696,2632,7428,,3249,3742,57468,6093,1462,2617,1555,7545,,3234,,348932
699,2637,7431,,3251,3745,57478,6096,1464,2623,1557,7546,,3235,,256006
701,2642,7439,,3267,3748,57492,6134,1468,2624,1558,7547,,3236,,3101
705,2648,7450,,3276,3751,57498,6138,1471,2625,1559,7549,,3237,,345456
706,2649,7466,,3298,3754,57507,6188,1475,2628,1562,7551,,3238,,5626
708,2657,7546,,3308,3759,57510,6193,1476,2629,1564,7552,,3239,,23440
710,2668,7555,,3312,3760,57514,6197,1487,2632,1565,7553,,3249,,285679
712,2674,7846,,3313,3761,57553,6198,1491,2639,1576,7554,,3257,,84654
713,2677,7852,,3321,3769,57554,6203,1493,2643,1579,7556,,3267,,116379
714,2683,7879,,3326,3780,57568,6222,1495,2645,1581,7559,,3280,,50508
715,2690,7936,,3329,3781,57579,6231,1496,2646,1582,7561,,3290,,58530
716,2697,7941,,3340,3785,57580,6240,1497,2651,1584,7562,,3291,,3605
717,2702,7980,,3350,3796,57605,6256,1499,2653,1585,7564,,3300,,59336
718,2706,8036,,3394,3798,57609,6257,1500,2660,1586,7565,,3306,,153918
719,2707,8048,,3421,3800,57619,6261,1501,2664,1588,7566,,3316,,222642
720,2709,8313,,3423,3812,57634,6262,1503,2668,1589,7567,,3321,,266553
721,2710,8322,,3476,3815,57670,6293,1508,2670,1591,7568,,3339,,154150
722,2719,8419,,3482,3832,57680,6294,1509,2672,1592,7569,,3363,,221613
725,2729,8431,,3516,3836,57703,6301,1513,2673,1593,7570,,3371,,9436
726,2734,8462,,3547,3837,58499,6304,1527,2677,1595,7571,,3373,,3009
727,2736,8565,,3551,3840,58517,6323,1528,2683,1600,7572,,3385,,100287718
728,2737,8622,,3553,3842,63967,6326,1534,2688,1601,7574,,3386,,26212
729,2741,8625,,3560,3853,63971,6328,1535,2690,1602,7576,,3479,,3024
730,2743,8626,,3561,3897,64324,6334,1536,2692,1604,7579,,3487,,2853
731,2752,8643,,3572,3906,64750,6416,1537,2693,1605,7580,,3549,,257202
732,2771,8675,,3587,3915,64778,6418,1540,2697,1607,7581,,3552,,3010
733,2774,8792,,3597,3916,64848,6421,1545,2702,1608,7582,,3553,,2880
734,2775,8831,,3600,3920,65083,6426,1548,2705,1609,7584,,3556,,9247
735,2776,8864,,3607,3927,65123,6427,1549,2706,1615,7586,,3565,,442186
738,2778,8878,,3608,3932,79026,6428,1558,2710,1616,7587,,3567,,81696
740,2782,8910,,3609,3953,79668,6432,1559,2717,1618,7589,,3575,,389396
741,2810,8929,,3619,3976,79677,6433,1571,2719,1621,7592,,3586,,26716
744,2820,8988,,3625,3981,79705,6434,1583,2720,1630,7593,,3587,,167
745,2821,9033,,3631,4000,79776,6453,1584,2729,1634,7594,,3589,,171558
746,2826,9049,,3632,4005,79811,6477,1585,2731,1636,7596,,3611,,81833
747,2828,9051,,3654,4012,79813,6478,1586,2733,1638,7597,,3623,,285782
752,2846,9094,,3658,4015,79915,6494,1588,2736,1643,7617,,3624,,84694
753,2879,9126,,3662,4035,79987,6496,1589,2737,1644,7620,,3625,,340168
754,2885,9129,,3664,4045,80012,6511,1591,2741,1645,7621,,3626,,9287
755,2887,9132,,3678,4049,80124,6513,1593,2743,1647,7625,,3642,,401250
757,2889,9180,,3688,4061,80205,6522,1594,2746,1653,7626,,3659,,7124
758,2891,9211,,3696,4067,80274,6529,1600,2752,1656,7627,,3662,,340260
759,2895,9217,,3703,4076,80312,6530,1604,2760,1665,7629,,3664,,135924
760,2902,9241,,3705,4086,80725,6531,1605,2771,1668,7633,,3667,,346517
761,2904,9247,,3707,4089,80816,6533,1615,2773,1670,7634,,3670,,259286
762,2908,9295,,3708,4090,81846,6535,1616,2778,1672,7637,,3673,,140453
763,2909,9368,,3714,4092,83872,6541,1621,2779,1687,7638,,3675,,4189
765,2923,9445,,3716,4111,84067,6548,1629,2780,1690,7639,,3676,,259287
766,2932,9469,,3717,4114,84132,6550,1630,2796,1723,7643,,3678,,135948
767,2934,9496,,3718,4118,84146,6553,1634,2798,1727,7644,,3679,,26211
768,2969,9499,,3720,4128,84159,6595,1636,2799,1729,7652,,3680,,135946
770,2975,9516,,3739,4129,84162,6597,1639,2805,1733,7673,,3688,,135935
771,2990,9517,,3742,4131,84181,6598,1641,2811,1742,7675,,3692,,5726
773,2997,9531,,3745,4144,84196,6601,1643,2819,1749,7678,,3694,,202865
774,3015,9573,,3751,4149,84441,6602,1644,2821,1756,7690,,3694,,100310812
775,3020,9639,,3757,4150,84444,6604,1646,2891,1761,7691,,3696,,729597
776,3030,9723,,3760,4152,84461,6616,1650,2892,1767,7692,,3697,,136371
777,3037,9733,,3778,4170,84624,6624,1653,2896,1768,7693,,3699,,136991
778,3050,9759,,3780,4190,84629,6625,1654,2898,1776,7694,,3700,,100506049
779,3053,9782,,3781,4194,84669,6657,1663,2902,1777,7695,,3702,,5078
780,3065,9839,,3785,4209,84726,6659,1674,2904,1780,7697,,3706,,93408
781,3066,9927,,3786,4211,85440,6662,1675,2909,1785,7699,,3707,,346288
782,3070,9992,,3791,4212,89795,6663,1676,2911,1787,7700,,3716,,2792
783,3084,9993,,3796,4218,89796,6664,1678,2916,1788,7701,,3720,,64111
784,3087,10008,,3797,4232,91584,6709,1687,2917,1789,7702,,3728,,90827
785,3090,10019,,3798,4245,91746,6711,1690,2934,1793,7703,,3737,,730291
786,3091,10021,,3800,4247,93649,6712,1716,2937,1794,7704,,3738,,168417
788,3092,10059,,3815,4249,93986,6714,1717,2950,1795,7705,,3739,,114960
790,3110,10060,,3832,4286,114548,6722,1718,2978,1797,7707,,3741,,85481
793,3142,10133,,3836,4287,114788,6723,1719,2979,1800,7709,,3742,,613209
794,3145,10142,,3837,4289,114823,6729,1723,2984,1803,7710,,3746,,645836
795,3146,10381,,3840,4297,114880,6749,1727,2990,1805,7711,,3751,,645402
796,3150,10558,,3842,4298,116931,6772,1728,2992,1806,7712,,3752,,401447
797,3155,10587,,3843,4300,116987,6774,1729,2997,1820,7716,,3757,,392188
799,3156,10594,,3848,4302,130507,6776,1730,2998,1825,7718,,3759,,168975
800,3162,10661,,3853,4303,135112,6777,1736,3000,1827,7727,,3760,,138009
801,3166,10743,,3881,4323,138474,6812,1737,3028,1828,7728,,3761,,1584
805,3167,10804,,3897,4325,140710,6829,1738,3030,1829,7730,,3763,,1585
808,3169,10939,,3899,4335,151887,6830,1740,3032,1830,7733,,3764,,101928108
810,3170,11116,,3911,4336,152273,6839,1741,3033,1832,7738,,3765,,2515
811,3172,11138,,3915,4359,152330,6872,1742,3035,1834,7741,,3766,,389677
813,3175,11146,,3916,4440,154810,6874,1747,3045,1837,7743,,3767,,100130274
814,3183,11155,,3920,4478,157922,6877,1748,3048,1838,7746,,3769,,1671
815,3192,11200,,3930,4493,160518,6899,1749,3052,1839,7753,,3777,,728358
816,3196,11231,,3932,4520,161357,6925,1750,3053,1845,7755,,3778,,1667
817,3198,11232,,3936,4534,166336,7020,1756,3054,1846,7756,,3782,,1670
818,3199,11235,,3937,4603,196441,7022,1758,3064,1847,7757,,3786,,4342
819,3200,22999,,3953,4605,196528,7026,1759,3067,1852,7760,,3791,,7201
820,3202,23020,,3983,4613,200424,7067,1760,3073,1855,7761,,3796,,1392
821,3209,23064,,3984,4627,221037,7073,1761,3074,1861,7762,,3798,,286187
822,3211,23095,,3996,4634,221092,7088,1763,3075,1870,7764,,3800,,157855
823,3212,23118,,4000,4650,221981,7090,1767,3077,1874,7766,,3815,,63978
824,3213,23171,,4001,4656,253461,7091,1769,3081,1879,7767,,3852,,3174
825,3214,23224,,4009,4661,253959,7094,1773,3082,1889,7768,,3853,,646480
826,3221,23314,,4012,4664,254048,7101,1776,3094,1890,7769,,3854,,2315
827,3224,23389,,4015,4665,257218,7122,1778,3098,1892,7770,,3855,,3456
828,3229,23414,,4035,4670,260425,7150,1785,3123,1893,7771,,3860,,3467
829,3232,23435,,4036,4673,283149,7168,1786,3141,1894,7772,,3861,,3452
830,3237,23592,,4040,4674,284525,7182,1788,3145,1896,7773,,3866,,3447
831,3238,23607,,4041,4686,285527,7187,1789,3155,1901,7775,,3868,,3445
832,3239,25794,,4045,4691,344148,7204,1793,3158,1902,7776,,3872,,3439
833,3240,25814,,4054,4693,353274,7222,1794,3162,1903,7789,,3881,,56832
834,3248,25836,,4067,4694,375449,7224,1795,3172,1906,7799,,3883,,653427
835,3276,25865,,4076,4706,440279,7277,1798,3198,1908,7849,,3885,,286380
836,3280,25894,,4087,4718,,7283,1801,3199,1909,7942,,3885,,138240
837,3291,25953,,4089,4733,,7290,1804,3200,1911,7975,,3887,,2902
838,3294,25978,,4090,4738,,7291,1805,3207,1912,7978,,3889,,389816
839,3295,26012,,4092,4753,,7307,1806,3211,1917,7988,,3891,,100505993
840,3297,26121,,4128,4771,,7314,1807,3236,1937,8022,,3892,,442425
841,3298,26277,,4129,4773,,7316,1808,3239,1942,8061,,3898,,389763
842,3309,26301,,4130,4774,,7317,1811,3240,1944,8091,,3899,,389762
843,3326,26353,,4131,4775,,7328,1815,3242,1946,8092,,3902,,286234
844,3329,26580,,4133,4776,,7329,1820,3248,1950,8110,,3910,,54754
845,3339,27032,,4134,4779,,7332,1821,3251,1951,8193,,3912,,138803
846,3340,27086,,4139,4780,,7334,1822,3257,1952,8202,,3914,,286362
847,3357,27429,,4149,4781,,7337,1823,3265,1956,8320,,3915,,255220
857,3358,29914,,4150,4783,,7343,1824,3273,1959,8328,,3918,,347168
858,3360,30061,,4152,4784,,7409,1825,3284,1968,8403,,3925,,138883
859,3364,30813,,4154,4791,,7414,1826,3290,1975,8411,,3931,,26735
860,3398,50484,,4168,4792,,7415,1827,3291,1977,8427,,3932,,392391
861,3400,50940,,4170,4803,,7425,1828,3293,1978,8456,,3957,,
862,3479,51062,,4175,4807,,7458,1829,3295,1981,8462,,3975,,
863,3480,51082,,4190,4810,,7473,1832,3299,1983,8463,,3976,,
